,text,senti,Sentiment_Score
521,Watch my remarks in the Rajya Sabha ,neutral,0
522,President  and I are committed to a rulesbased international order We look forward to consolidating our strategic partnership to further peace and security in the IndoPacific region and beyond ,positive,1
523,Spoke to   and conveyed my best wishes for his success  We discussed regional issues and our shared priorities We also agreed to further our cooperation against climate change,positive,1
524,The emerging message from West Bengal is they have faith in politics of development not politics of corruption and criminalisation ,positive,1
525,Thank you Assam ,positive,1
526,Committed to the welfare of the hardworking farmer and the transformation of the agriculture sector ,positive,1
527,The number of farmers with very little land is more than  crores Does the country have no responsibility towards these farmers We have to find the answer to this question together and do whatever it takes ,negative,-1
528,Opportunity stands for you You are full of confidence Break every obstacle every restriction Hey India Race on the path of selfsufficiency ,positive,1
529,MSP MSP was MSP will be  ,neutral,0
530,Indiathe Mother of Democracy ,neutral,0
531,COVID  a new challenge that brought out the best in us India is strengthening the global fight against the pandemic ,positive,1
532,Speaking in the Rajya Sabha ,neutral,0
533,We are constantly working to redevelop West Bengal as one of the important trading and industrial centers of the country ,positive,1
534,Another major part of the Prime Ministers Energy Ganga Pipeline has been dedicated to the service of the public today The construction of about  km of DobhiDurgapur pipeline will directly benefit  districts of Bihar and Jharkhand along with West Bengal ,positive,1
535,The number of fouls committed by TMC are many No wonder the people will punish them ,negative,-1
536,My promise to the people of West Bengal ,positive,1
537,In West Bengal TMC Left and Congress have Criminalised politics Institutionalised corruption Politicised the state machinery The results are disastrous ,negative,-1
538,West Bengal’s talented people have not got the development they deserve This is because of the political leadership of the state Congress Left and TMC do not have development as their priority ,positive,1
539,Tea is India’s pride It is closely linked with Assam But sad to see some people running grand campaigns against Indian tea ,positive,1
540,A glimpse of the progress in Assam during the last five years ,positive,1
541,Sonitpur has a glorious past rich culture and is home to dynamic citizens From Sonitpur begins an important contribution to Assam’s progress ,positive,1
542,Inaugurating development works at Haldia ,neutral,0
543,Speaking in Haldia Watch ,neutral,0
544,Am constantly monitoring the unfortunate situation in Uttarakhand India stands with Uttarakhand and the nation prays for everyone’s safety there Have been continuously speaking to senior authorities and getting updates on NDRF deployment rescue work and relief operations,positive,1
545,Addressing a public meeting in Sonitpur district Assam ,neutral,0
546,Leaving for Assam and West Bengal Do watch the programmes LIVE AatmanirbharPurviBharat ,neutral,0
547,Glad to see immense enthusiasm in Assam Happy to be getting yet another opportunity to be in the state tomorrow We will continue working for Assam’s allround development ,positive,1
548,Tomorrow evening I will be in Haldia West Bengal At a function there I will dedicate the BPCLbuilt LPG import terminal to the nation At the same time I will dedicate the DhobiDurgapur Natural Gas Pipeline Division under the Prime Ministers Energy Ganga Project to the nation ,positive,1
549,I will be among the people of Assam The Assam Mala program will be launched at a function in Dhekiyajuli Shonitpur district which will help in the development of the states road infrastructure,positive,1
550,The foundation stone of the second CatalyticIsodewaxing unit of Haldia Refinery will be laid A FourLane ROBcumFlyover at Ranichak Haldia on NH  would also be inaugurated ,positive,1
551,Tomorrow evening I would be in Haldia West Bengal At a programme there will dedicate to the nation the the LPG import terminal built by BPCL Will also dedicate to the nation Dobhi–Durgapur Natural Gas Pipeline section of the Pradhan Mantri Urja Ganga project ,positive,1
552,Foundation stones for medical colleges and hospitals in Biswanath and Charaideo will be laid This will boost Assam’s health infrastructure In the last few years the state has made rapid strides in healthcare This has benefitted not only Assam but also the entire Northeast,positive,1
